Tempo_s,Corrente_A
0.037589311599731445,0.000178
0.09269547462463379,0.000178
0.18682599067687988,0.000178
0.26265740394592285,0.000178
0.3432505130767822,0.000178
0.4107811450958252,0.000178
0.5224392414093018,0.000178
0.579399585723877,0.000178
0.6545255184173584,0.000178
0.7523658275604248,0.000178
0.8176848888397217,0.000178
0.9196317195892334,0.000178
0.9720282554626465,0.000178
1.0667388439178467,0.000178
1.1658916473388672,0.000178
1.2228853702545166,0.000178
1.3162486553192139,0.000178
1.3907279968261719,0.000178
1.464630126953125,0.000178
1.5480504035949707,0.000178
1.614487648010254,0.000178
1.7144172191619873,0.000178
1.771775722503662,0.000178
1.8714039325714111,0.000178
1.961437463760376,0.000178
2.018519401550293,0.000178
2.111447811126709,0.000178
2.1698224544525146,0.000178
2.2715299129486084,0.000178
2.3358187675476074,0.000178
2.4110851287841797,0.000178
2.502011299133301,0.000178
2.5771164894104004,0.000178
2.651123046875,0.000178
2.734485626220703,0.000178
2.842593193054199,0.000178
2.907724380493164,0.000178
2.974595308303833,0.000178
3.066340446472168,0.000178
3.1562416553497314,0.000178
3.2234649658203125,0.000178
3.3139147758483887,0.000178
3.379685878753662,0.000178
3.4680840969085693,0.000178
3.5363991260528564,0.000178
3.652298927307129,0.000178
3.7090399265289307,0.000178
3.775245189666748,0.000178
3.8673911094665527,0.000178
3.953869104385376,0.000178
4.028332948684692,0.000178
4.118863821029663,0.000178
4.184523820877075,0.000178
4.276125907897949,0.000178
4.351424932479858,0.000178
4.4173359870910645,0.000178
4.511438608169556,0.000178
4.576591730117798,0.000178
4.67659068107605,0.000178
4.740863084793091,0.000178
4.833451986312866,0.000178
4.89074182510376,0.000178
4.993328332901001,0.000178
5.05049467086792,0.000178
5.132524728775024,0.000178
5.224439859390259,0.000178
5.32280158996582,0.000178
5.388694524765015,0.000178
5.481151819229126,0.000178
5.554868698120117,0.000178
5.619770526885986,0.000178
5.706115245819092,0.000178
5.771002531051636,0.000178
5.871045112609863,0.000178
5.937206506729126,0.000178
6.036627292633057,0.000178
6.103107213973999,0.000178
6.195044040679932,0.000178
6.2712297439575195,0.000178
6.336861848831177,0.000178
6.435309648513794,0.000178
6.516308069229126,0.000178
6.5838704109191895,0.000178
6.682953119277954,0.000178
6.7398247718811035,0.000178
6.831036567687988,0.000178
6.897263050079346,0.000178
6.996293544769287,0.000178
7.053991079330444,0.000178
7.149830102920532,0.000178
7.2143166065216064,0.000178
7.299555778503418,0.000178
7.390108346939087,0.000178
7.456482172012329,0.000178
7.555650234222412,0.000178
7.612399101257324,0.000178
7.707067489624023,0.000178
7.808917045593262,0.000178
7.863401651382446,0.000178
7.931561231613159,0.000178
8.03199028968811,0.000178
8.106647253036499,0.000178
8.205532312393188,0.000178
8.272047758102417,0.000178
8.35846495628357,0.000178
8.42078447341919,0.000178
8.522473812103271,0.000178
8.590036630630493,0.000178
8.67289400100708,0.000178
8.747967958450317,0.000178
8.8386709690094,0.000178
8.894805669784546,0.000178
8.99664568901062,0.000178
9.053004026412964,0.000178
9.146665573120117,0.000178
9.212167024612427,0.000178
9.311856985092163,0.000178
9.385516166687012,0.000178
9.471531867980957,0.000178
9.535414695739746,0.000178
9.62004828453064,0.000178
9.709957599639893,0.000178
9.800372838973999,0.000178
9.87466287612915,0.000178
9.943926334381104,0.000178
10.036033630371094,0.000178
10.097297430038452,0.000178
10.171512842178345,0.000178
10.271442890167236,0.000178
10.336695194244385,0.000178
10.426935911178589,0.000178
10.526829242706299,0.000178
10.584697008132935,0.000178
10.676346778869629,0.000178
10.736042737960815,0.000178
10.811313390731812,0.000178
10.919511795043945,0.000178
10.97635555267334,0.000178
11.075145959854126,0.000178
11.158636331558228,0.000178
11.23314094543457,0.000178
11.299094676971436,0.000178
11.382871866226196,0.000178
11.481682538986206,0.000178
11.53780746459961,0.000178
11.638473272323608,0.000178
11.71333622932434,0.000178
11.779304265975952,0.000178
11.877499103546143,0.000178
11.943237781524658,0.000178
12.034341096878052,0.000178
12.099308490753174,0.000178
12.194568634033203,0.000178
12.260045766830444,0.000178
12.349766254425049,0.000178
12.450793743133545,0.000178
12.51589846611023,0.000178
12.583137512207031,0.000178
12.666357517242432,0.000178
12.75317096710205,0.000178
12.810912370681763,0.000178
12.910369873046875,0.000178
12.984486103057861,0.000178
13.05964994430542,0.000178
13.14547848701477,0.000178
13.236533880233765,0.000178
13.3027024269104,0.000178
13.394459009170532,0.000178
13.45164966583252,0.000178
13.551604747772217,0.000178
13.643493175506592,0.000178
13.707978248596191,0.000178
13.80753779411316,0.000178
13.872956037521362,0.000178
13.940024137496948,0.000178
14.034186601638794,0.000178
14.106826543807983,0.000178
14.199554681777954,0.000178
14.256571292877197,0.000178
14.331814289093018,0.000178
14.422016859054565,0.000178
14.496129512786865,0.000178
14.604589462280273,0.000178
14.662243604660034,0.000178
14.756822347640991,0.000178
14.829863786697388,0.000178
14.896339893341064,0.000178
14.987611293792725,0.000178
15.053736209869385,0.000178
15.143883228302002,0.000178
15.244117736816406,0.000178
15.309034585952759,0.000178
15.393308639526367,0.000178
15.458017587661743,0.000178
15.558693647384644,0.000178
15.625993013381958,0.000178
15.69189190864563,0.000178
15.78372049331665,0.000178
15.858149528503418,0.000178
15.948671102523804,0.000178
16.016716718673706,0.000178
16.133365392684937,0.000178
16.1899094581604,0.000178
16.257226943969727,0.000178
16.333117485046387,0.000178
16.423213720321655,0.000178
16.50633931159973,0.000178
16.572346925735474,0.000178
16.658642768859863,0.000178
16.757612943649292,0.000178
16.82138991355896,0.000178
16.913175344467163,0.000178
16.987918853759766,0.000178
17.060970067977905,0.000178
17.13576602935791,0.000178
17.226507663726807,0.000178
17.293526649475098,0.000178
17.379278898239136,0.000178
17.478254556655884,0.000178
17.535887241363525,0.000178
17.65336775779724,0.000178
17.70160722732544,0.000178
17.778090476989746,0.000178
17.876659393310547,0.000178
17.943406581878662,0.000178
18.04520273208618,0.000178
18.09476613998413,0.000178
18.18661332130432,0.000178
18.261296272277832,0.000178
18.351332426071167,0.000178
18.436470985412598,0.000178
18.51042342185974,0.000178
18.596184730529785,0.000178
18.65597105026245,0.000178
18.74599814414978,0.000178
18.821067333221436,0.000178
18.910583972930908,0.000178
18.98576068878174,0.000178
19.059397220611572,0.000178
19.16016674041748,0.000178
19.22499918937683,0.000178
19.322970628738403,0.000178
19.38894557952881,0.000178
19.480026721954346,0.000178
19.555115461349487,0.000178
19.61199188232422,0.000178
19.712409496307373,0.000178
19.80508542060852,0.000178
19.872309684753418,0.000178
19.954519510269165,0.000178
20.028021097183228,0.000178
20.119571447372437,0.000178
20.17585062980652,0.000178
20.25680661201477,0.000178
20.359564304351807,0.000178
20.425463676452637,0.000178
20.5171639919281,0.000178
20.58862614631653,0.000177
20.65445637702942,0.000178
20.76443910598755,0.000178
20.846927404403687,0.000178
20.92186427116394,0.000177
20.988381147384644,0.000178
21.051957845687866,0.000178
21.146207809448242,0.000178
21.236794471740723,0.000178
21.295459747314453,0.000178
21.370765686035156,0.000178
21.4532310962677,0.000177
21.553025245666504,0.000177
21.618748903274536,0.000177
21.71768832206726,0.000178
21.792599201202393,0.000178
21.852949857711792,0.000178
21.944778442382812,0.000177
22.0192129611969,0.000178
22.110423803329468,0.000178
22.176014184951782,0.000178
22.275652408599854,0.000178
22.33292031288147,0.000177
22.426016092300415,0.000178
22.490442752838135,0.000178
22.590989589691162,0.000178
22.67454433441162,0.000178
22.740703582763672,0.000177
22.833544492721558,0.000178
22.926633834838867,0.000178
22.99162483215332,0.000177
23.083096265792847,0.000178
23.148946285247803,0.000178
23.21520161628723,0.000178
23.297653436660767,0.000178
23.372703075408936,0.000177
23.455633878707886,0.000178
23.55879855155945,0.000178
23.624104261398315,0.000177
23.700044870376587,0.000177
23.79835081100464,0.000178
23.881906747817993,0.000178
23.94792866706848,0.000177
24.041123151779175,0.000177
24.10612726211548,0.000177
24.196245670318604,0.000177
24.263222694396973,0.000177
24.373069286346436,0.000178
24.40997004508972,0.000177
24.49144411087036,0.000178
24.589426517486572,0.000178
24.671136140823364,0.000178
24.737327575683594,0.000177
24.83653163909912,0.000178
24.894037008285522,0.000177
25.001346111297607,0.000177
25.07556390762329,0.000177
25.14184880256653,0.000178
25.21526312828064,0.000177
25.313337087631226,0.000177
25.380197763442993,0.000177
25.470460414886475,0.000177
25.544607639312744,0.000177
25.63650131225586,0.000177
25.69268536567688,0.000177
25.783479690551758,0.000177
25.892188787460327,0.000177
25.940920114517212,0.000177
26.032254219055176,0.000177
26.098775625228882,0.000177
26.2000949382782,0.000177
26.290621042251587,0.000177
26.34654426574707,0.000177
26.450697422027588,0.000177
26.505934238433838,0.000177
26.57186198234558,0.000177
26.658246517181396,0.000177
26.73045802116394,0.000177
26.813591718673706,0.000177
26.90641474723816,0.000177
26.980482578277588,0.000177
27.07893466949463,0.000177
