Tempo_s,Voltagem_V
0.09484577178955078,0.1534
0.15868806838989258,0.1531
0.2554326057434082,0.1531
0.3197495937347412,0.1531
0.4159364700317383,0.1529
0.48001575469970703,0.1531
0.544564962387085,0.153
0.6400363445281982,0.1529
0.7350146770477295,0.153
0.8154692649841309,0.1529
0.8793799877166748,0.1529
0.9764204025268555,0.1526
1.040708303451538,0.1529
1.105196237564087,0.1526
1.2010633945465088,0.1526
1.26521635055542,0.1526
1.3611915111541748,0.1526
1.4252490997314453,0.1528
1.5210411548614502,0.1526
1.5848276615142822,0.1525
1.6809287071228027,0.1525
1.7451739311218262,0.1524
1.8403573036193848,0.1523
1.9362754821777344,0.1524
2.000593662261963,0.1524
2.08060884475708,0.1525
2.1445748805999756,0.1523
2.2398457527160645,0.1523
2.3470332622528076,0.1523
2.405170202255249,0.1523
2.4836530685424805,0.1523
2.5603363513946533,0.1523
2.6480648517608643,0.1521
2.7317593097686768,0.1523
2.788281202316284,0.152
2.8711066246032715,0.1521
2.9554498195648193,0.1519
3.0396125316619873,0.1518
3.110968828201294,0.1519
3.19173002243042,0.1518
3.3007144927978516,0.1518
3.346531867980957,0.1518
3.4430432319641113,0.1519
3.507138967514038,0.1518
3.60280179977417,0.1518
3.66660475730896,0.1519
3.762603521347046,0.1518
3.82655668258667,0.1518
3.922316074371338,0.1516
3.9860379695892334,0.1515
4.082219123840332,0.1516
4.1463072299957275,0.1518
4.243222713470459,0.1516
4.307658910751343,0.1516
4.403451919555664,0.1516
4.467119932174683,0.1516
4.563257694244385,0.1516
4.64316987991333,0.1514
4.707244396209717,0.1514
4.803632020950317,0.1513
4.868070840835571,0.1514
4.964203834533691,0.1514
5.027937412261963,0.1513
5.123725175857544,0.1511
5.188223123550415,0.1513
5.283275604248047,0.1514
5.347363710403442,0.1513
5.444070816040039,0.1514
5.54012656211853,0.1511
5.604215621948242,0.151
5.669330835342407,0.1511
5.765832901000977,0.1513
5.830105781555176,0.151
5.926537036895752,0.1511
5.990356683731079,0.151
6.086405515670776,0.151
6.150796890258789,0.1509
6.2468976974487305,0.151
6.311262130737305,0.1511
6.40767502784729,0.1509
6.472249507904053,0.1508
6.568807601928711,0.1509
6.632713794708252,0.1508
6.729133605957031,0.1509
6.7930543422698975,0.1508
6.890023469924927,0.1509
6.95486855506897,0.151
7.0511064529418945,0.1508
7.114965200424194,0.1506
7.210846900939941,0.1508
7.275031566619873,0.1506
7.371997117996216,0.1506
7.435981512069702,0.1506
7.532471418380737,0.1505
7.596615314483643,0.1505
7.6928935050964355,0.1505
7.757162809371948,0.1505
7.85320782661438,0.1506
7.912520408630371,0.1503
8.011527061462402,0.1505
8.076534032821655,0.1504
8.17250919342041,0.1504
8.252586126327515,0.1504
8.316500425338745,0.1508
8.412172794342041,0.1503
8.476486206054688,0.1505
8.572010278701782,0.1501
8.636240720748901,0.1501
8.731637239456177,0.1501
8.795773267745972,0.15
8.892492294311523,0.1501
8.962290048599243,0.1503
9.05144739151001,0.1501
9.115123510360718,0.1499
9.211610317230225,0.15
9.275359153747559,0.1501
9.372389554977417,0.1501
9.43638277053833,0.15
9.533092975616455,0.1499
9.597203731536865,0.1504
9.69434142112732,0.15
9.758142471313477,0.1498
9.854317903518677,0.1499
9.918474435806274,0.15
10.014251708984375,0.1498
10.078695297241211,0.15
10.158884048461914,0.1498
10.255696296691895,0.1499
10.320552349090576,0.1496
10.385103940963745,0.1495
10.480936527252197,0.1499
10.544721603393555,0.1498
10.64129376411438,0.1498
10.721981287002563,0.1495
10.78686261177063,0.1496
10.883283138275146,0.1494
10.947502136230469,0.1498
11.043443202972412,0.1495
11.10751748085022,0.1496
11.203380107879639,0.1495
11.267605781555176,0.1495
11.363141536712646,0.1494
11.42729902267456,0.1495
11.523598194122314,0.1496
11.5881667137146,0.1494
11.6846342086792,0.1494
11.748640775680542,0.1494
11.844014406204224,0.1494
11.908151149749756,0.1496
12.00348687171936,0.1494
12.068138837814331,0.1494
12.163926124572754,0.1493
12.228134870529175,0.1494
12.323793411254883,0.1493
12.388091087341309,0.1491
12.483702898025513,0.149
12.54811954498291,0.1495
12.644267082214355,0.1493
12.708616733551025,0.149
12.80493450164795,0.1491
12.868908643722534,0.1485
12.965709924697876,0.1494
13.029095888137817,0.1491
13.125276565551758,0.1494
13.190207242965698,0.1489
13.286768913269043,0.1489
13.350301027297974,0.1486
13.445300579071045,0.1489
13.508931159973145,0.1489
13.604817867279053,0.1489
13.668707847595215,0.149
13.765376329421997,0.1488
13.828481197357178,0.1489
13.924898147583008,0.1489
13.989107131958008,0.1488
14.112393140792847,0.1486
14.147526741027832,0.1486
14.242600440979004,0.1489
